selfUrl,id,name,title,publisher,date
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3344,2.16.840.1.114222.4.11.3344,PHVS_AcceptApplicationAcknowledgmentConditions_HL7,Accept Application Acknowledgment Conditions (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2017-12-12
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7914,2.16.840.1.114222.4.11.7914,PHVS_AcinetobacterCultureResult_ARLN,Acinetobacter culture result (ARLN),"APHL (Association of Public Health Laboratories 8515 Georgia Avenue, Suite 700 Silver Spring, MD 20910 p: 240.485.2745 f: 240.485.2700 e: info@aphl.org v1.v2.11111 )",2019-10-16
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.958,2.16.840.1.114222.4.11.958,PHVS_AcknowledgmentCode_HL7_2x,Acknowledgment Code (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.5020,2.16.840.1.114222.4.11.5020,PHVS_Acknowledgment Code_PHLIP,Acknowledgment Code (HL7) (PHLIP),"APHL (Association of Public Health Laboratories 8515 Georgia Avenue, Suite 700 Silver Spring, MD 20910 p: 240.485.2745 f: 240.485.2700 e: info@aphl.org v1.v2.11111 )",2011-06-02
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.113883.1.11.16866,2.16.840.1.113883.1.11.16866,PHVS_ActPriority_HL7_V3,Act Priority (HL7),"HL7 (Health Level Seven, Inc., 3300 Washtenaw Avenue, Suite 227, Ann Arbor, MI 48104.  USA: (+1) 734-677-7777 (phone)  (+1) 734-677-6622 (fax). E-mail:  hq@hl7.org)",2015-03-24
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.113883.1.11.159331,2.16.840.1.113883.1.11.159331,PHVS_ActStatus,Act Status,"HL7 (Health Level Seven, Inc., 3300 Washtenaw Avenue, Suite 227, Ann Arbor, MI 48104.  USA: (+1) 734-677-7777 (phone)  (+1) 734-677-6622 (fax). E-mail:  hq@hl7.org)",2016-04-26
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3375,2.16.840.1.114222.4.11.3375,PHVS_ActionCode_IIS,Action Code (IIS),CDC NCIRD (https://www.cdc.gov/ncird/contact.html),2010-09-05
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.8012,2.16.840.1.114222.4.11.8012,PHVS_ActivityType_Brucellosis,Activity Type (Brucellosis),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2021-09-30
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.8011,2.16.840.1.114222.4.11.8011,PHVS_ActivityType_Leptospirosis,Activity Type (Leptospirosis),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2020-12-11
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7370,2.16.840.1.114222.4.11.7370,PHVS_ActivityType_NCHS,Activity Type (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2015-09-04
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.8014,2.16.840.1.114222.4.11.8014,PHVS_ActivityType_Anthrax,Activity Type Anthrax,CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2020-12-15
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7985,2.16.840.1.114222.4.11.7985,PHVS_ActualRouteofAdministration_Anthrax,Actual Route of Administration (Anthrax),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2020-12-03
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3119,2.16.840.1.114222.4.11.3119,PHVS_AcuteConvalescentIgGDiff_VPD,Acute Convalescent IgG Difference (VPD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3268,2.16.840.1.114222.4.11.3268,PHVS_AcuteIllnessComplications_PediatricFlu,Acute Illness Complications (Pediatric Flu),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2009-10-29
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.959,2.16.840.1.114222.4.11.959,PHVS_AdditionalDiseaseSite_TB,Additional Site of Disease (TB),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.961,2.16.840.1.114222.4.11.961,PHVS_AddressType_CDC,Address Type,CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.801,2.16.840.1.114222.4.11.801,PHVS_AddressType_HL7_2x,Address Type (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2018-06-04
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.802,2.16.840.1.114222.4.11.802,PHVS_AdministrationDevice_HL7_2x,Administration Device (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.803,2.16.840.1.114222.4.11.803,PHVS_AdministrationMethod_HL7_2x,Administration Method (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7694,2.16.840.1.114222.4.11.7694,PHVS_AdministrationRoute_RIBD,Administration Route (RIBD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2018-03-06
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.113883.1.11.1,2.16.840.1.113883.1.11.1,PHVS_AdministrativeGender_HL7_V3,Administrative Gender (HL7 V3),"HL7 (Health Level Seven, Inc., 3300 Washtenaw Avenue, Suite 227, Ann Arbor, MI 48104.  USA: (+1) 734-677-7777 (phone)  (+1) 734-677-6622 (fax). E-mail:  hq@hl7.org)",2019-02-23
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.927,2.16.840.1.114222.4.11.927,PHVS_AdministrativeSex_HL7_2x,Administrative Sex (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3370,2.16.840.1.114222.4.11.3370,PHVS_AdministrativeSite_IIS,Administrative Site (IIS),CDC NCIRD (https://www.cdc.gov/ncird/contact.html),2019-02-28
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.912,2.16.840.1.114222.4.11.912,PHVS_AdmissionLevelOfCareCode_HL7_2x,Admission Level of Care (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.918,2.16.840.1.114222.4.11.918,PHVS_AdmitSource_HL7_2x,Admission Source (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2019-04-25
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.913,2.16.840.1.114222.4.11.913,PHVS_AdmissionType_HL7_2x,Admission Type (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.113883.1.11.20.2,2.16.840.1.113883.1.11.20.2,PHVS_AdvanceDirectiveType_HL7_CCD,Advance Directive Type Value Set,HITSP (hitsp@ansi.org),2009-07-23
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.964,2.16.840.1.114222.4.11.964,PHVS_AdverseEventPreviouslyReported_CDC,Adverse Event Previously Reported,CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7596,2.16.840.1.114222.4.11.7596,PHVS_AdverseEventSeverity_Malaria,Adverse Event Severity (Malaria),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2019-03-14
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7758,2.16.840.1.114222.4.11.7758,PHVS_AdverseEventSeverity_TB,Adverse Event Severity (TB),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2018-03-01
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3065,2.16.840.1.114222.4.11.3065,PHVS_AnimalAgeCategory_NND,Age Category (Animal),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3259,2.16.840.1.114222.4.11.3259,PHVS_AgeGroup_Flu,Age Group (Flu),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2009-10-29
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.878,2.16.840.1.114222.4.11.878,PHVS_AgeUnit_UCUM,Age unit,CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2015-08-20
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3408,2.16.840.1.114222.4.11.3408,PHVS_AgeUnit_UCUM_NETSS,Age Unit (NETSS),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2011-01-04
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7452,2.16.840.1.114222.4.11.7452,PHVS_AgeUnit_NND,Age Unit (NND),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2016-02-01
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3402,2.16.840.1.114222.4.11.3402,PHVS_AgeUnit_SyndromicSurveillance,Age Unit (Syndromic Surveillance),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2011-01-05
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7905,2.16.840.1.114222.4.11.7905,PHVS_AgeUnits_ARLN,Age units (ARLN),"APHL (Association of Public Health Laboratories 8515 Georgia Avenue, Suite 700 Silver Spring, MD 20910 p: 240.485.2745 f: 240.485.2700 e: info@aphl.org v1.v2.11111 )",2019-10-16
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.113883.11.20.9.21,2.16.840.1.113883.11.20.9.21,PHVS_AgePQ_UCUM,AgePQ_UCUM,CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2016-05-31
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.8054,2.16.840.1.114222.4.11.8054,PHVS_AlanineATResult_Hepatitis,Alanine aminotransferase (ALT) Result (Hepatitis),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2021-12-17
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.8019,2.16.840.1.114222.4.11.8019,PHVS_AlcoholUseFrequency_Anthrax,Alcohol Use Frequency (Anthrax),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2020-12-16
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.834,2.16.840.1.114222.4.11.834,PHVS_Allergen_CDC,Allergen,CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.806,2.16.840.1.114222.4.11.806,PHVS_AllergenType_HL7_2x,Allergen Type (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.807,2.16.840.1.114222.4.11.807,PHVS_AllergySeverity_HL7_2x,Allergy Severity (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.113883.3.88.12.3221.6.2,2.16.840.1.113883.3.88.12.3221.6.2,PHVS_AllergyOrAdverseEventType_HITSP,Allergy/Adverse Event Type Value Set,HITSP (hitsp@ansi.org),2009-07-23
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3350,2.16.840.1.114222.4.11.3350,PHVS_AlternateCharacterSetHandlingScheme_HL7_2x,Alternate Character Set Handling Scheme (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2010-08-14
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3347,2.16.840.1.114222.4.11.3347,PHVS_AlternateCharacterSets_HL7_2x,Alternate Character Sets (HL7),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2010-08-14
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.113883.10.14.1.1.13.1,2.16.840.1.113883.10.14.1.1.13.1,PHVS_AmnioticFluidConditions_HL7,Amniotic Fluid Conditions (HL7),"HL7 (Health Level Seven, Inc., 3300 Washtenaw Avenue, Suite 227, Ann Arbor, MI 48104.  USA: (+1) 734-677-7777 (phone)  (+1) 734-677-6622 (fax). E-mail:  hq@hl7.org)",2017-09-06
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.965,2.16.840.1.114222.4.11.965,PHVS_AmplificationAndExtractionKit_CDC,Amplification and Extraction Kit,CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3285,2.16.840.1.114222.4.11.3285,PHVS_AnatomicalEntity_CDC,Anatomical Entity (Body Site),CDC NHSN (nhsn@cdc.gov),2009-11-10
https://phinvads.cdc.gov/baseStu3/ValueSet/1.3.6.1.4.1.19376.1.7.3.1.1.13.8.53,1.3.6.1.4.1.19376.1.7.3.1.1.13.8.53,PHVS_AnencephalyOfTheNewborn_NCHS,Anencephaly of the Newborn (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2014-10-29
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.1074,2.16.840.1.114222.4.11.1074,PHVS_Animal_CDC,Animal,CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2010-08-14
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7781,2.16.840.1.114222.4.11.7781,PHVS_AnimalContactType_Listeria,Animal Contact Type (Listeria),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2018-06-29
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7981,2.16.840.1.114222.4.11.7981,PHVS_AnimalOwnership_Brucellosis,Animal Ownership (Brucellosis),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2020-12-02
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3068,2.16.840.1.114222.4.11.3068,PHVS_AnimalSpecies_AnimalRabies,Animal Species (Animal Rabies),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7999,2.16.840.1.114222.4.11.7999,PHVS_AnimalType_Anthrax,Animal Type (Anthrax),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2020-12-08
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7971,2.16.840.1.114222.4.11.7971,PHVS_AnimalType_Brucellosis,Animal Type (Brucellosis),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2020-11-19
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7946,2.16.840.1.114222.4.11.7946,PHVS_AnimalType_COVID-19,Animal Type (COVID-19),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2020-05-27
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3072,2.16.840.1.114222.4.11.3072,PHVS_AnimalType_FDD,Animal Type (FDD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2008-10-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7967,2.16.840.1.114222.4.11.7967,PHVS_AnimalType_Leptospirosis,Animal Type (Leptospirosis),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2020-11-19
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7620,2.16.840.1.114222.4.11.7620,PHVS_Antacids_FDD,Antacids (FDD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2017-11-16
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.8020,2.16.840.1.114222.4.11.8020,PHVS_AnthraxVaccineExposure_Anthrax,Anthrax Vaccine Exposure (Anthrax),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2020-12-16
https://phinvads.cdc.gov/baseStu3/ValueSet/1.3.6.1.4.1.19376.1.7.3.1.1.13.8.178,1.3.6.1.4.1.19376.1.7.3.1.1.13.8.178,PHVS_AntibioticAdministrationProcedure_NCHS,Antibiotic Administration Procedure (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2013-06-28
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.8036,2.16.840.1.114222.4.11.8036,PHVS_AntibioticDoseUnits_Brucellosis,Antibiotic Dose Units (Brucellosis),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2021-06-24
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7695,2.16.840.1.114222.4.11.7695,PHVS_AntibioticReason_RIBD,Antibiotic Reason (RIBD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2018-03-06
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3120,2.16.840.1.114222.4.11.3120,PHVS_AntibioticReceived_Pertussis,Antibiotic Received (Pertussis),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2015-06-10
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7693,2.16.840.1.114222.4.11.7693,PHVS_AntibioticRecevied_RIBD,Antibiotic Received (RIBD),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2021-01-19
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3423,2.16.840.1.114222.4.11.3423,PHVS_AntibioticTreatment_NETSS,Antibiotic Treatment (NETSS),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2011-01-07
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7619,2.16.840.1.114222.4.11.7619,PHVS_Antibiotics_FDD,Antibiotics (FDD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2018-08-05
https://phinvads.cdc.gov/baseStu3/ValueSet/1.3.6.1.4.1.19376.1.7.3.1.1.13.8.3,1.3.6.1.4.1.19376.1.7.3.1.1.13.8.3,PHVS_Antibiotics_NCHS,Antibiotics (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2015-02-10
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3316,2.16.840.1.114222.4.11.3316,PHVS_AntimicrobialAgent_IPD,Antimicrobial Agent (IPD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2010-03-16
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3434,2.16.840.1.114222.4.11.3434,PHVS_AntimicrobialAgent_NETSS,Antimicrobial Agent NETSS,CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2011-04-05
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.3317,2.16.840.1.114222.4.11.3317,PHVS_AntimicrobialSuceptiblilityTestMethod_IPD,Antimicrobial Susceptibility Test Method (IPD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2010-03-16
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.8005,2.16.840.1.114222.4.11.8005,PHVS_Antimicrobials_Anthrax,Antimicrobials (Anthrax),CDC NNDSS (https://www.cdc.gov/nndss/contact.html),2020-12-08
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7055,2.16.840.1.114222.4.11.7055,PHVS_AntituberculosisDrugs_TB,Antituberculosis Drugs (TB),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2013-03-21
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7210,2.16.840.1.114222.4.11.7210,PHVS_ApgarAssessments_NCHS,Apgar Assessments (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2015-05-07
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7438,2.16.840.1.114222.4.11.7438,PHVS_ApplicationErrorCode_NCHS,Application Error Code (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2017-12-12
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7700,2.16.840.1.114222.4.11.7700,PHVS_ARAgent_RIBD,AR Agent (RIBD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2018-04-19
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7701,2.16.840.1.114222.4.11.7701,PHVS_ARTestMethod_RIBD,AR Test Method (RIBD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2018-03-06
https://phinvads.cdc.gov/baseStu3/ValueSet/1.3.6.1.4.1.19376.1.7.3.1.1.13.8.145,1.3.6.1.4.1.19376.1.7.3.1.1.13.8.145,PHVS_ArtificialOrIntrauterineInsemination_NCHS,Artificial or Intrauterine Insemination (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2014-09-22
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7806,2.16.840.1.114222.4.11.7806,PHVS_AssistedLivingExposureType_RIBD,Assisted Living Exposure Type (RIBD),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2018-04-19
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7156,2.16.840.1.114222.4.11.7156,PHVS_AssistedVentilation_NCHS,Assisted Ventilation (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2014-09-29
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7144,2.16.840.1.114222.4.11.7144,PHVS_AssistedVentilationMinutesAfterBirth_NCHS,Assisted Ventilation Minutes After Birth (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2014-11-03
https://phinvads.cdc.gov/baseStu3/ValueSet/2.16.840.1.114222.4.11.7145,2.16.840.1.114222.4.11.7145,PHVS_AssistedVentilationMoreThanSixHours_NCHS,Assisted Ventilation More Than Six Hours (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2014-11-03
https://phinvads.cdc.gov/baseStu3/ValueSet/1.3.6.1.4.1.19376.1.7.3.1.1.13.8.146,1.3.6.1.4.1.19376.1.7.3.1.1.13.8.146,PHVS_AssistiveReproductiveTechnology_NCHS,Assistive Reproductive Technology (NCHS),"CDC NCHS (National Center for Health Statistics 3311 Toledo Road Hyattsville, Maryland 20782. Toll Free Data Inquiries 1-866-441-NCHS)",2014-09-22
https://phinvads.cdc.gov/baseStu3/ValueSet/1.3.6.1.4.1.19376.1.7.3.1.1.23.8.19,1.3.6.1.4.1.19376.1.7.3.1.1.23.8.19,PHVS_AssociatedConditions_HW,Associated Conditions (HW),CDC PHIN Vocab and Msg (PHINVS@cdc.gov),2014-11-11
